5,108539.5685400576
10,114468.6852359713
15,118391.76066533747
20,120976.68085852494
25,122499.17489932703
30,123537.518933146
35,124009.18684982332
40,124517.95416853094
45,124514.56335841236
50,124965.09401302873
55,124596.55311978166
60,125297.153192469
65,124397.78613872244
70,125754.06105401718
75,123843.16325094253
80,126606.7146764886
85,122636.10497697422
90,128319.53156315935
95,120094.89102726913
100,131776.2324747554
105,114736.6788987362
110,138583.3880110538
115,103358.11092362068
120,150974.4443961213
125,79657.03281209848
130,167944.830758202
135,38776.88757658904
140,168502.384300742
145,18536.916649231192
150,140144.72522670892
155,51064.40797880944
160,129709.02387714927
165,70935.76292277974
170,138562.75344863322
175,74194.3744792366
180,151793.6698180865
185,60103.56351976334
190,161915.5919098869
195,38034.76881362563
200,157285.0634928153
205,35501.150098234095
210,143923.08068188856
215,51438.75806580663
220,140115.62959471048
225,61932.189297472956
230,145982.14127994355
235,60759.735641269275
240,153922.3994295948
245,49985.00611848441
250,156797.0442770097
