0.001003,21.02
0.001026,104.83
0.001091,314.03
0.001199,632.18
0.001404,966.76
0.003106,1344.8
0.021659,2084.3
0.078405,2749.6
0.39248,2802.2
4.1291,2745.9
43.34,2634.5
